STATUS ,BibID,Collection,Directory,File Path,,Link to Print at Penn,,,File name,,FOUND PATH
MATCH,7033097,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n48-49,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7033097,,,printcoll8_box21a_n48-49,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n48-49
MATCH,7064579,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n5,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7064579,,,printcoll8_box21a_n5,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n5
MATCH,7033134,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n50-51,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7033134,,,printcoll8_box21a_n50-51,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n50-51
MATCH,7033159,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n52,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7033159,,,printcoll8_box21a_n52,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n52
MATCH,7033250,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n53,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7033250,,,printcoll8_box21a_n53,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n53
MATCH,7033594,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n54,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7033594,,,printcoll8_box21a_n54,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n54
MATCH,7033949,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n55,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7033949,,,printcoll8_box21a_n55,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n55
MATCH,7034214,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n56,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7034214,,,printcoll8_box21a_n56,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n56
MATCH,7034935,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n57,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7034935,,,printcoll8_box21a_n57,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n57
MATCH,7035715,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n58,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035715,,,printcoll8_box21a_n58,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n58
MATCH,7035730,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n59,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035730,,,printcoll8_box21a_n59,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n59
MATCH,7066021,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n6,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066021,,,printcoll8_box21a_n6,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n6
MATCH,7035769,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n60-61,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035769,,,printcoll8_box21a_n60-61,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n60-61
MATCH,7035830,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n62,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035830,,,printcoll8_box21a_n62,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n62
MATCH,7035887,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n63-64,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035887,,,printcoll8_box21a_n63-64,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n63-64
MATCH,7035933,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n65,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035933,,,printcoll8_box21a_n65,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n65
MATCH,7035937,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n66,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035937,,,printcoll8_box21a_n66,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n66
MATCH,7035942,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n67,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035942,,,printcoll8_box21a_n67,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n67
MATCH,7035948,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n68,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035948,,,printcoll8_box21a_n68,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n68
MATCH,7035956,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n69,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035956,,,printcoll8_box21a_n69,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n69
MATCH,7066027,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n7,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066027,,,printcoll8_box21a_n7,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n7
MATCH,7035958,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n70-71,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7035958,,,printcoll8_box21a_n70-71,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n70-71
MATCH,7037937,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n72,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7037937,,,printcoll8_box21a_n72,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n72
MATCH,7038010,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n73-74,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038010,,,printcoll8_box21a_n73-74,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n73-74
MATCH,7038046,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n75,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038046,,,printcoll8_box21a_n75,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n75
MATCH,7038229,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n76-77,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038229,,,printcoll8_box21a_n76-77,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n76-77
MATCH,7038244,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n78-79,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038244,,,printcoll8_box21a_n78-79,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n78-79
MATCH,7066034,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n8,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066034,,,printcoll8_box21a_n8,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n8
MATCH,7038253,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n80,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038253,,,printcoll8_box21a_n80,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n80
MATCH,7038263,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n81,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038263,,,printcoll8_box21a_n81,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n81
MATCH,7038408,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n82,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038408,,,printcoll8_box21a_n82,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n82
MATCH,7038418,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n83,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038418,,,printcoll8_box21a_n83,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n83
MATCH,7038452,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n84,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038452,,,printcoll8_box21a_n84,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n84
MATCH,7038478,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n85,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038478,,,printcoll8_box21a_n85,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n85
MATCH,7038520,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n86-87,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038520,,,printcoll8_box21a_n86-87,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n86-87
MATCH,7038638,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n88,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038638,,,printcoll8_box21a_n88,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n88
MATCH,7038667,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n89,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7038667,,,printcoll8_box21a_n89,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n89
MATCH,7066038,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n9,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066038,,,printcoll8_box21a_n9,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n9
MATCH,7039212,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n90,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039212,,,printcoll8_box21a_n90,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n90
MATCH,7039231,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n91,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039231,,,printcoll8_box21a_n91,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n91
MATCH,7039259,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n92,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039259,,,printcoll8_box21a_n92,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n92
MATCH,7039274,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n93,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039274,,,printcoll8_box21a_n93,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n93
MATCH,7039311,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n94,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039311,,,printcoll8_box21a_n94,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n94
MATCH,7039324,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n95,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039324,,,printcoll8_box21a_n95,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n95
MATCH,7039348,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n96,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039348,,,printcoll8_box21a_n96,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n96
MATCH,7039380,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n97,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039380,,,printcoll8_box21a_n97,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n97
MATCH,7039458,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n98,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039458,,,printcoll8_box21a_n98,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n98
MATCH,7039474,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21a_n99,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7039474,,,printcoll8_box21a_n99,,./FurnessPlaybills/printcoll8_box21a/printcoll8_box21a/n99
MATCH,7066120,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n1,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066120,,,printcoll8_box21b_n1,,./FurnessPlaybills/printcoll8_box21b/n1
MATCH,7066715,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n10,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066715,,,printcoll8_box21b_n10,,./FurnessPlaybills/printcoll8_box21b/n10
MATCH,7066729,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n11,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066729,,,printcoll8_box21b_n11,,./FurnessPlaybills/printcoll8_box21b/n11
MATCH,7066749,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n12,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066749,,,printcoll8_box21b_n12,,./FurnessPlaybills/printcoll8_box21b/n12
MATCH,7066767,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n13,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066767,,,printcoll8_box21b_n13,,./FurnessPlaybills/printcoll8_box21b/n13
MATCH,7066774,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n14,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066774,,,printcoll8_box21b_n14,,./FurnessPlaybills/printcoll8_box21b/n14
MATCH,7067103,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n15,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067103,,,printcoll8_box21b_n15,,./FurnessPlaybills/printcoll8_box21b/n15
MATCH,7067172,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n16,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067172,,,printcoll8_box21b_n16,,./FurnessPlaybills/printcoll8_box21b/n16
MATCH,7067181,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n17,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067181,,,printcoll8_box21b_n17,,./FurnessPlaybills/printcoll8_box21b/n17
MATCH,7067192,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n18,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067192,,,printcoll8_box21b_n18,,./FurnessPlaybills/printcoll8_box21b/n18
MATCH,7067222,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n19,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067222,,,printcoll8_box21b_n19,,./FurnessPlaybills/printcoll8_box21b/n19
MATCH,7066515,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n2,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066515,,,printcoll8_box21b_n2,,./FurnessPlaybills/printcoll8_box21b/n2
MATCH,7067227,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n20,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067227,,,printcoll8_box21b_n20,,./FurnessPlaybills/printcoll8_box21b/n20
MATCH,7067241,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n21,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067241,,,printcoll8_box21b_n21,,./FurnessPlaybills/printcoll8_box21b/n21
MATCH,7067318,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n22,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067318,,,printcoll8_box21b_n22,,./FurnessPlaybills/printcoll8_box21b/n22
MATCH,7067335,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n23,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067335,,,printcoll8_box21b_n23,,./FurnessPlaybills/printcoll8_box21b/n23
MATCH,7067341,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n24,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067341,,,printcoll8_box21b_n24,,./FurnessPlaybills/printcoll8_box21b/n24
MATCH,7067349,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n25,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067349,,,printcoll8_box21b_n25,,./FurnessPlaybills/printcoll8_box21b/n25
MATCH,7067358,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n26,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7067358,,,printcoll8_box21b_n26,,./FurnessPlaybills/printcoll8_box21b/n26
MATCH,7068253,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n27,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068253,,,printcoll8_box21b_n27,,./FurnessPlaybills/printcoll8_box21b/n27
MATCH,7068266,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n28,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068266,,,printcoll8_box21b_n28,,./FurnessPlaybills/printcoll8_box21b/n28
MATCH,7068276,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n29,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068276,,,printcoll8_box21b_n29,,./FurnessPlaybills/printcoll8_box21b/n29
MATCH,7066533,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n3,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066533,,,printcoll8_box21b_n3,,./FurnessPlaybills/printcoll8_box21b/n3
MATCH,7068290,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n30,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068290,,,printcoll8_box21b_n30,,./FurnessPlaybills/printcoll8_box21b/n30
MATCH,7068300,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n31,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068300,,,printcoll8_box21b_n31,,./FurnessPlaybills/printcoll8_box21b/n31
MATCH,7068304,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n32,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068304,,,printcoll8_box21b_n32,,./FurnessPlaybills/printcoll8_box21b/n32
MATCH,7068336,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n33,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068336,,,printcoll8_box21b_n33,,./FurnessPlaybills/printcoll8_box21b/n33
MATCH,7068350,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n34,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068350,,,printcoll8_box21b_n34,,./FurnessPlaybills/printcoll8_box21b/n34
MATCH,7068442,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n35,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068442,,,printcoll8_box21b_n35,,./FurnessPlaybills/printcoll8_box21b/n35
MATCH,7068453,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n36,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068453,,,printcoll8_box21b_n36,,./FurnessPlaybills/printcoll8_box21b/n36
MATCH,7068458,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n37,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068458,,,printcoll8_box21b_n37,,./FurnessPlaybills/printcoll8_box21b/n37
MATCH,7068466,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n38,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068466,,,printcoll8_box21b_n38,,./FurnessPlaybills/printcoll8_box21b/n38
MATCH,7068481,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n39,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068481,,,printcoll8_box21b_n39,,./FurnessPlaybills/printcoll8_box21b/n39
MATCH,7066544,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n4,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7066544,,,printcoll8_box21b_n4,,./FurnessPlaybills/printcoll8_box21b/n4
MATCH,7068498,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n40,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068498,,,printcoll8_box21b_n40,,./FurnessPlaybills/printcoll8_box21b/n40
MATCH,7068502,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n41,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068502,,,printcoll8_box21b_n41,,./FurnessPlaybills/printcoll8_box21b/n41
MATCH,7068984,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n42,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068984,,,printcoll8_box21b_n42,,./FurnessPlaybills/printcoll8_box21b/n42
MATCH,7068993,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n43,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7068993,,,printcoll8_box21b_n43,,./FurnessPlaybills/printcoll8_box21b/n43
MATCH,7069012,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n44,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7069012,,,printcoll8_box21b_n44,,./FurnessPlaybills/printcoll8_box21b/n44
MATCH,7069018,Playbills,sceti-completed\One_Off_Printed\FurnessPlaybills,sceti-completed\One_Off_Printed\FurnessPlaybills\printcoll8_box21b_n45,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7069018,,,printcoll8_box21b_n45,,./FurnessPlaybills/printcoll8_box21b/n45
